firm;x1;x2;x3;x4;x5;x6;y2;y4;w1;w2;w3;w4;w5;w6;p2;p4;cost;rev
2;1076.297483;24272.26216;142.7;1458.727246;4871.750993;8598.562693;5588.703691;65970.56614;108.3910368;73.6814306;1723.401015;136.24;189.6251567;96.56066525;78.82632975;73.27866475;4103831.804;5274772
3;1907.406803;10777.97011;115.3;1625.491779;3217.281979;5758.868393;5995.724983;30518.65634;107.8946556;75.52878617;4082.135524;136.24;188.7645712;99.43338578;71.11717119;72.0439647;2891905.862;2625084
4;3141.2616;22479.36349;196.4;5334.461245;5601.702166;12708.00161;7208.575192;85356.53957;104.8333574;76.11367648;2795.098039;136.24;188.3755562;112.0181659;68.58942119;72.54747007;5794771.049;6686833
5;4935.695169;89277.6448;336.1;19141.99941;10985.38638;34075.50442;27128.17634;257055.7874;107.8877406;73.93521653;389.7738768;136.24;190.2181353;98.00573428;78.76718188;73.26579258;15301386.54;20970206
6;5204.909;20254.4155;384.8;5193.122431;6381.960996;11497.63152;22739.76212;76189.21157;107.8748927;73.23089623;3829.300699;136.24;191.4367299;97.67235522;67.5835126;70.69664969;6570496.402;6923155
9;1254.832805;40797.53138;91.3;2385.782443;3234.821273;10861.8101;6439.847191;60661.79281;110.7016006;73.54552833;3402.597403;136.24;197.2497207;84.90910256;66.13309095;78.65784671;5335418.283;5197413
10;1407.873712;23816.74953;213.7;3303.559894;3792.60371;11694.43291;9.410937136;65020.55392;109.9629879;74.24451427;3368.3;136.24;175.8399252;81.80293513;69.49361053;68.34386563;4716489.799;4444410
11;1437.64517;19702.27471;164.55;1593.012331;2454.192124;4382.887327;9754.518632;29797.2613;106.0212931;72.73216018;3494.615385;136.24;200.4787405;100.0344943;78.05121182;73.54816866;3307934.225;2952886
16;4513.735519;38285.56587;403.5;11536.09806;10552.41237;21855.14644;23956.93893;122965.7098;109.930012;76.29165023;6289.957746;136.24;183.1811069;101.1447414;84.85716834;69.45415118;11670275.66;10573397
19;1038.802948;15080.94145;54.8;199.7577804;1317.00127;2955.075902;6091.553198;19805.14349;103.2698263;73.65123748;6594.893617;136.24;176.0180681;90.60016186;73.64886842;75.68513707;2106168.545;1947591
21;1906.990613;18500.91921;149.8;1577.099237;3056.556197;7433.299241;6389.163413;41082.80317;104.7073849;73.03161451;1909.433962;136.24;188.4892539;83.41949603;78.63768189;71.47572156;3247935.281;3438852
22;2971.429506;70416.74126;273.7;10864.30564;9139.422313;22987.09957;4794.495625;149586.4548;107.3745816;74.65113985;4786.252505;136.24;185.1626635;96.9416173;360.8892646;76.78764776;12286582.7;13216674
23;3519.711507;11951.21229;218.7;3946.021726;4262.72061;10672.92919;1146.831224;63703.5685;106.7348842;75.3518537;3076.486247;136.24;181.1369611;104.4554594;385.5344978;73.21410888;4373637.521;5106143
24;925.4960489;27040.7468;105;1158.807986;3988.912093;6332.727686;8833.628058;50647.25461;108.2619425;72.42189036;2902.48;136.24;183.0970651;92.61899073;66.27684527;70.96031221;3838063.344;4179410
25;3185.840417;26665.1064;191.9;2678.266295;3355.640302;9704.41527;9586.90566;53924.80578;115.6614745;72.61621127;7399.162956;136.24;187.273519;87.44850163;74.56743869;74.43042107;5566643.514;4728517
26;2522.984405;16078.84607;194.1;2139.775396;2759.721991;6289.515464;8017.251994;29624.02918;109.7196635;72.88850176;2897.506925;136.24;188.2238452;105.060563;132.6809985;76.95934897;3482938.615;3343583
27;1927.180781;54532.28932;144;4518.51145;3451.479513;13655.10052;12701.35982;126514.0144;107.7802363;72.40614779;4174.723757;136.24;178.2862296;98.73762379;63.20512221;71.03880975;7336570.668;9790196
28;2890.110574;29272.07341;167.5;1210.275984;5288.915377;9800.533017;12604.48709;56765.63873;103.9174773;74.29149173;2279.28;136.24;187.3623264;94.54508336;76.45245643;70.27946992;4939202.1;4953103
29;1669.935367;22516.94764;97.6;4319.355549;3588.031109;11066.96884;3206.064289;57546.75939;107.619734;77.58356187;5312.5;136.24;190.7375318;96.53048943;83.62308919;77.93161678;4786304.117;4752813
32;2260.521049;30713.5643;210.88;2182.773048;5199.20325;10950.32605;2693.386842;71948.97845;110.5028419;73.36937446;2555.37428;136.24;199.3065946;85.71651027;93.72994479;71.4566782;5314346.558;5393686
33;3756.724001;30241.74916;242.2;7346.917205;4357.318516;8714.783049;15717.17801;78303.17348;106.5795624;74.08890234;5025.784476;136.24;187.2551189;95.96032803;75.14943201;72.93298274;6511360.637;6892021
36;6701.509367;21064.93325;438.9;13425.75602;8293.945639;15869.34595;35465.61621;107193.8606;108.035065;76.84600662;7166.159501;136.24;206.7718367;113.2318142;75.20247172;72.89252345;10828975.61;10480733
37;892.043003;7198.804181;42.7;1530.695831;1325.006266;4737.04008;592.1603136;22462.03247;105.8099214;75.7764743;21319.69697;136.24;183.0003549;78.9400612;89.00461377;78.55063883;2375198.911;1817112
38;2134.486766;60268.56384;188.3;6665.369935;6807.155695;15616.15179;14871.75223;119104.8031;109.4848672;73.46838414;5422.378753;136.24;192.3841049;94.17858507;77.70335213;71.78476248;9370947.555;9705495
40;3130.72322;58276.46104;237.2;5710.004404;2906.965816;16955.39422;12737.06715;128690.3007;108.0868464;73.68366101;6905.105396;136.24;190.6920001;97.98817764;79.16767559;72.89168606;9263998.306;10388817
41;1900.286857;60929.57666;150;5952.921315;5113.233397;23369.02709;1951.38293;149474.1241;107.333795;74.02288424;2365.322581;136.24;190.2172157;96.9121876;78.53660992;72.61945213;9117340.944;11007984
43;1103.674792;25127.96515;88.9;176.1597181;2961.254866;6567.670893;2315.427995;48037.1142;106.9844133;71.38146639;2452.918919;136.24;197.3314564;82.54591884;100.5373523;71.19518017;3280294.656;3652798
45;1504.592692;17179.93861;137.5;2015.208456;2526.425152;9410.902101;1191.234247;52021.99188;107.5885858;74.42034743;2738.983051;136.24;186.4613504;92.64813684;86.89306932;70.91266341;3434559.361;3792528
47;2345.189021;34831.23449;192.5;3966.559014;5319.276162;15934.45163;3581.543561;98453.83299;106.5926873;73.8169358;491.3617886;136.24;187.7377725;101.5963369;53.33091633;72.83511248;6073617.117;7361903
48;3408.696767;38177.63485;247.6;3862.22108;5916.752037;12941.16418;14472.01073;79788.5137;103.4040351;73.14353053;3200;136.24;187.9929006;93.94249265;68.24255581;72.82620932;6791461.598;6798302
49;1824.907925;23288.51717;180;2159.336465;3832.85568;8999.113836;771.4647135;59055.91177;108.9435786;73.47088644;2282.678571;136.24;192.7606012;93.41227235;74.96130282;72.78712446;4194361.381;4356340
50;1478.116589;20736.92272;93.5;133.5877863;2152.083892;6476.670762;5892.633233;46192.9216;106.9746468;73.99424788;3519.736842;136.24;190.0071014;97.03777675;80.45656012;73.51762742;3077222.349;3870095
51;3984.046741;42931.98647;294.25;11596.47681;4495.445716;17195.08463;10129.23581;72822.67187;102.6403621;74.937972;2152.605634;136.24;209.31469;105.9225486;75.68655865;73.61114146;8601778.221;6127207
56;3661.838514;42244.12403;495.8;6847.416324;7398.004935;21889.80781;5851.636635;171598.1138;108.5850724;74.20807206;1536.370079;136.24;191.7743949;93.54870143;82.21614396;72.90826642;8693611.3;12992020
57;5532.354996;28612.02194;277.3;5776.130358;7728.337784;17124.92224;12849.64708;105578.1224;108.2358237;73.84679085;4606.868132;136.24;192.5351948;97.44839024;74.58095884;73.43861423;7932902.659;8711850
60;3133.608057;35533.86881;330.6;10720.71345;7688.396606;22467.6213;15802.55383;67273.67713;104.6780561;75.92711096;9442.180294;136.24;202.3773455;102.1916727;97.52461637;73.14042;11460139.9;6461563
61;2212.46648;10856.59903;212.6;2248.120963;3826.873014;7542.44549;6971.318933;48802.14804;106.2691806;73.9629416;3918.357798;136.24;189.484663;94.45248518;85.27281649;72.87863635;3614966.332;4151098
62;1858.469595;28866.61762;250.4;1842.036113;4645.049021;8973.211502;1447.122133;59950.88848;108.2724197;73.70420145;2220.808383;136.24;190.7026463;95.63999772;86.35207569;72.87863635;4879882.487;4494101
63;1418.51896;18698.16659;143.6;3643.46007;5109.562284;11593.78042;1690.641607;66727.25441;108.5561803;73.68893595;4644.285714;136.24;191.7283102;95.60750701;78.98776383;73.33955283;4783241.613;5027287
64;1375.322191;15927.10791;109;169.4509689;2917.184467;4739.187709;3246.383045;35754.97182;107.6169649;73.83675722;4558;136.24;190.5287339;96.5383498;75.42609624;72.9948275;2857242.824;2854790
66;2216.443937;13885.70262;188.3;2559.189665;3886.511107;10423.48438;3269.514866;59997.85522;107.3543959;73.96298397;3663.187773;136.24;193.0727403;96.26456715;85.27289565;73.06724522;4057206.819;4662679
67;1605.440398;15233.88303;131.4;2952.921315;4356.5065;7008.179555;3499.454878;50086.66018;109.4297865;75.42902869;3687.5;136.24;188.5619414;107.0754019;79.70584269;71.69663514;3783478.466;3869972
68;3885.975828;26145.82528;131.7;502.3634762;6298.113359;5296.737892;18048.85758;42620.72064;107.0912477;73.63768325;8954.740061;136.24;191.5649605;95.01739339;79.84139679;72.87863635;5299033.331;4547186
70;2028.157166;30391.16517;224.5;994.1426894;5166.331117;9366.106039;7307.333804;70521.2208;107.8866094;73.16139371;2561.349693;136.24;190.0432562;99.01007374;73.08041678;72.57233982;5061901.244;5651913
71;2222.498781;28166.30906;163.3;4919.267469;2855.993443;12061.09127;4073.598628;71823.62908;107.053827;73.37961802;2628.26969;136.24;181.8371892;95.29603914;83.29514785;75.04527505;5072857.486;5729335
72;7395.932761;54026.41418;295.2;14174.88256;11466.86728;22380.69484;28225.78888;131429.651;106.7992403;74.26819012;6543.106796;136.24;177.559913;96.23840904;75.4260938;79.58484191;12854973.55;12588769
73;1520.728633;21140.3504;157.8;4463.336759;5608.118679;10989.01635;3587.645002;68038.83635;114.5707368;74.31707469;3308.128544;136.24;182.718076;99.7049356;61.2390579;76.97783033;4995791.507;5457186
74;790.9719445;4042.282072;73.8;504.8737522;757.911916;2286.948817;1966.05694;10139.12938;107.6169649;73.83675722;2962.962963;136.24;190.5287339;96.5383498;75.42609624;72.9948275;1036223.929;888396
78;3881.689241;36075.63686;271.6;3882.758368;5132.166472;12203.01176;11357.27589;86495.13803;109.1452648;73.13730898;4613.438692;136.24;196.4288659;95.20000013;71.8583407;73.54816866;7013972.31;7177674
80;3408.366494;30859.55878;167.4;5757.105109;6140.302764;19529.62799;4549.428198;123540.6748;106.0235161;74.32316245;4848.758278;136.24;186.8365529;92.60200667;80.87192148;72.65144872;7206692.88;9343330
82;1016.261703;19336.29067;68;83.90340575;2264.391236;5646.022404;1449.007776;39044.39667;107.6169649;73.83675722;3475.609756;136.24;190.5287339;96.5383498;75.42609624;72.9948275;2761357.745;2959332
83;1288.587769;11815.75226;75.4;28.90487375;2736.995367;4957.850523;2309.344945;36281.31683;110.5248733;74.18469689;4285.714286;136.24;186.913432;89.91372071;101.213983;70.69354765;2303409.842;2798593
85;959.2784625;14392.54423;86.2;2447.599824;2839.667592;9180.908524;3.198780591;59958.89982;109.1789341;76.10843382;3803.433476;136.24;191.705511;104.2250435;277.2931668;73.80825888;3362704.482;4426349
89;2258.968412;51279.71132;229.3;12005.58573;8314.753017;22587.46527;13540.76864;137405.1795;109.6199481;73.67149507;718.3431953;136.24;190.6655343;96.07887784;71.87250783;73.2087614;9581353.237;11032472
90;1722.921292;29754.20811;77.2;1903.112155;1644.428826;7666.953666;1495.763122;55495.35034;107.8656354;72.93452381;8858.695652;136.24;188.2415286;86.13096626;81.75091243;72.82620932;4269036.228;4163796
92;5805.869598;29763.80878;249.6;7216.779213;6112.568627;11572.76863;11949.33384;84245.58435;107.5744106;73.17299395;5859.241573;136.24;193.5761974;96.86034071;85.74385937;73.06126544;7552340.8;7179671
93;5317.581296;61034.43398;447;22217.70405;19962.97127;39833.10272;106.0497614;340757.2088;103.4658371;74.92939153;3138.396095;136.24;184.3047367;92.80421991;132.5415523;73.20499861;16929214.24;24959187
96;3186.521486;22453.1294;255;6312.903699;6276.608951;14438.36361;708.9180181;82740.40971;109.2862551;73.65908648;3686.130081;136.24;185.1846081;96.87699276;94.82337631;72.56584807;6363229.787;6071350
97;6058.295595;43221.24098;358.3;9018.59219;7798.100212;21947.33444;16102.1434;134119.672;106.2526564;73.48414641;1629.056902;136.24;188.6902771;96.0779228;65.89979817;72.87666197;9212250.082;10835322
98;5916.730972;40598.06212;364.7;12872.04932;14812.5163;17251.34557;37554.00751;130778.6974;106.67039;73.78704409;6678.519793;136.24;190.4369558;100.8057999;67.11832285;72.88400319;12375981.37;12052237
99;5475.25388;25458.02773;272.9;4439.988256;8096.698815;13391.02812;8377.475972;91894.96588;104.9456359;73.20563163;3683.654206;136.24;188.8828492;97.87147096;68.36104358;73.84409946;6888375.393;7358594
100;1706.204256;18398.36378;107.2;5135.298004;4171.248822;8552.420631;6484.530297;70846.81389;102.8985829;74.33970849;12836.35;136.24;192.2077364;98.98190722;72.73926999;72.16993566;5267265.919;5584690
101;2881.809583;57305.82737;305;11848.0549;11571.90618;19825.38454;14836.2958;139625.72;111.0455048;73.46385513;2904.45;136.24;185.4408105;100.2745304;81.81732261;72.31298788;11163840.03;11310619
103;7141.11649;77691.59327;380;7380.96741;8929.954154;20192.41889;56402.36712;112578.7803;105.5755078;72.93826477;5257.222222;136.24;191.0687313;100.3573508;77.25264421;72.17186911;13156637.12;12482253
108;4716.341029;46344.98851;405.6;11022.95214;8898.358538;28854.82771;3356.456622;166857.7226;107.824476;73.97829;4377.20516;136.24;190.3086228;92.15136169;80.04185074;72.57861256;11566667.44;12378959
109;7910.100454;28548.87918;206.7;4689.657957;5778.440211;10904.66998;39309.25838;62141.36836;108.0488175;74.16788542;3256;136.24;193.0153762;102.4197318;56.77074796;73.56479461;6516202.386;6803033
110;3488.542212;38462.06257;187.2;3467.792132;6277.181673;11826.64378;13776.47216;86942.79705;108.6568478;72.48870221;11330.17857;136.24;189.466285;98.63166108;76.65699807;72.22792702;8116376.241;7335761
112;4909.598264;67110.49056;282;11610.01174;10495.47635;31803.87439;21146.75072;185336.2318;107.3833279;73.8918306;3450.319032;136.24;189.7716433;93.44886474;78.0795131;73.08539658;13004643.72;15196500
114;937.5558694;5860.76854;99.8;250.3229595;3353.61668;3814.241895;3062.557334;21035.91942;109.5412053;73.71934193;3695.601852;136.24;186.7129871;95.52493024;62.49385045;72.69156958;1928197.044;1720525
116;1043.210285;11046.06817;105.6;1349.141221;3547.949951;6668.77945;2758.10976;39424.66744;106.6074613;74.99664016;2924.761905;136.24;189.0187535;100.7666825;80.91882465;72.93715297;2774913.716;3098706
117;4538.092838;48259.19568;227.3;7501.005578;5246.154296;16868.69818;14823.1368;114821.8565;108.8545382;74.00653802;6948.554595;136.24;195.0111255;84.34755976;79.69669415;72.05348576;9112723.441;9454670
121;3048.670283;41696.89072;176.8;1074.427481;3493.724278;10426.22085;13255.60947;62894.17481;108.224232;72.99803288;6184.076923;136.24;189.9735608;80.019449;81.3297195;73.06126544;6111471.489;5673203
123;2076.238908;22038.52641;110.1;3.413094539;2634.164165;6115.595187;10782.7668;38134.12461;107.8594564;73.84382102;3385.714286;136.24;188.5176818;82.44847609;69.03933043;72.87863635;3225391.168;3523598
124;1566.131903;54332.58344;193.5;11984.02085;6076.201516;33566.10433;1676.808301;192648.5862;101.2488155;73.87447359;4093.768041;136.24;199.2551809;93.1054076;68.72282294;73.98575969;10933107.57;14368487
127;3900.333519;28859.46002;256.6;5358.132707;6215.081256;13046.07946;31064.74458;74022.59885;103.0960553;73.78641175;3311.063123;136.24;191.4699202;96.55563062;84.73985657;73.83373571;6560829.339;8097787
128;1341.106544;28100.09398;115.7;2825.16882;3145.03181;8404.831775;10368.23862;59244.49458;109.2023602;73.09744235;4782.051282;136.24;188.0016032;101.4469848;68.22962181;73.41944649;4582597.197;5057119
129;1322.239712;19683.08758;127.1;318.1738109;3404.915841;7229.17693;13390.00741;48781.72877;110.6433264;73.17154861;6612.222222;136.24;188.667705;99.80703482;71.13297032;73.75331073;3834220.815;4550285
131;2539.021907;36697.6916;241.9;6503.912214;6385.099052;14138.57343;6508.107251;97694.28545;107.0806042;73.23351641;4240.382244;136.24;189.3252536;92.590217;80.6523279;73.31805507;7389176.545;7687649
132;1967.285236;41916.45259;209.4;4821.190546;4667.124975;12251.76534;12117.21573;94420.49513;110.5421806;74.58052403;3000;136.24;191.2349227;103.352768;76.93838424;73.17007807;6787429.144;7841034
133;1264.382434;40292.83127;95;4340.098356;2656.338635;10007.25562;8590.647432;87988.37151;107.6169649;73.83675722;2628.688525;136.24;190.5287339;96.5383498;75.42609624;72.9948275;5424374.19;7070655
136;9347.800163;29848.90567;540.5;9977.201996;13351.21389;20129.44966;26431.8242;114427.8779;106.860115;73.76712647;4945.928251;136.24;187.7460313;96.75655113;78.5185307;73.02425034;11687636.77;10431398
140;2523.542698;25047.69459;163;2039.386377;3916.883471;7412.508587;8054.311366;55868.70493;108.032648;73.59563546;4753.184211;136.24;190.9899828;99.93672555;76.26250987;72.82620932;4657508.369;4682948
141;1366.206528;20117.21608;123;1309.285085;2189.37032;6676.34069;1460.356634;51740.40585;107.6169649;73.83675722;4944.341373;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3480608.857;3886931
142;1047.055335;6669.607005;89.1;391.1773341;1616.485036;3022.077716;5543.760942;14659.05383;113.0284103;73.82998723;2663.59375;136.24;192.570285;99.08102683;80.20656097;73.54676588;1512101.75;1522772
143;3208.39716;23836.25678;225.6;6489.268937;4343.409109;14275.53829;2968.611732;92366.82551;106.7249417;73.82329432;5168.682746;136.24;193.9559587;97.02181654;75.11120353;73.10633404;6379708.563;6975576
144;7985.856306;58646.66553;460.7;19003.83147;16107.73041;24401.21066;52519.61765;150565.5672;108.3012224;74.5413053;5973.287671;136.24;189.0455554;98.44447944;84.82500824;71.88634961;16024711.95;15278586
145;2078.914274;16071.88547;197;2397.548444;3202.898224;10703.61529;2052.481111;54276.08216;106.1914879;73.80440846;3641.75;136.24;189.0512144;97.43766443;76.44942463;72.65144872;4099452.823;4100147
146;1986.66717;21257.47114;121.2;5078.097475;5747.075355;12849.70999;3208.324175;69604.50384;111.839569;74.80527619;31238.09524;136.24;182.533455;97.47718852;83.15992569;74.19074507;8591843.267;5430814
147;2898.825112;35040.97468;124;2614.533177;7506.361704;9691.434346;6803.7772;78852.75694;107.3476281;73.73761784;5700;136.24;184.4488336;94.49075822;82.25577992;72.57634637;6258314.641;6282495
148;1335.460645;27001.63113;100.6;4800.836759;3870.885468;15644.54545;2061.505114;88346.63336;108.3993007;74.51249852;3153.846154;136.24;193.8578717;97.96186234;70.2612858;72.82692905;5411035.349;6578858
149;4731.266246;17546.13432;256.5;1924.471521;5654.021243;8318.756288;17939.88781;50680.13185;106.2823299;73.74991988;4365.41502;136.24;190.1856625;84.6167528;80.16532854;72.65144872;4958014.873;5120142
150;2777.209107;45866.54435;207.2;4658.719906;6610.755497;17312.98338;5511.488651;113524.0837;105.1814929;74.5857367;3398.876404;136.24;191.7462523;93.44501868;83.08263501;73.25178704;7937451.837;8773751
153;3209.805516;28731.24133;204.8;9853.596594;10693.19091;21110.73271;25857.01477;133672.7769;107.2572772;74.16024863;2517.037037;136.24;190.1024346;96.59752463;63.70066361;72.67071296;8404980.333;11361205
154;3661.603682;16762.90743;216.4;2156.848209;4274.356064;7957.295261;22339.62996;44578.90398;108.2348158;73.74848339;4597.806955;136.24;189.9619252;98.6494997;73.08540933;73.1511928;4518314.529;4893701
156;2016.573989;22909.86283;113.8;3949.77246;4174.616703;14288.80378;11969.45713;67366.24402;106.6065521;73.96438871;4268.918495;136.24;189.3647917;80.95859616;76.57857749;72.87863635;4880740.842;5826164
157;325.0995756;9868.520741;58.8;224.6550206;912.2319096;2554.203085;2857.985873;19328.00558;110.8460383;72.96280961;2000;136.24;185.9005872;94.4677335;78.38387239;72.56594551;1315152.224;1626575
159;3804.193078;15227.25546;279;4346.043746;6354.629243;23878.99169;2047.929179;104137.6894;109.8374849;74.38779781;3950.37594;136.24;184.7897961;93.13660621;81.13073522;72.65144872;6643103.775;7731904
161;2684.711222;71988.11259;260;12579.77099;8518.958636;23603.15801;11037.96599;170863.6749;106.6852173;73.5762032;2583;136.24;193.674791;94.96503692;77.39052652;72.67420654;11859861.31;13271616
162;2024.084087;36868.31644;153.5;3774.126541;5172.609115;11533.6825;7597.112198;85963.55729;106.5993263;76.61790048;4843.75;136.24;195.0310267;111.6980831;84.64308322;73.553052;6595351.118;6965925
165;3493.875461;10635.70364;224.1;4189.790076;4472.349893;6848.630637;19571.42139;32745.14326;107.6563845;73.88161863;3763.947368;136.24;189.5729774;101.1533046;73.43355248;73.17753906;4116836.911;3833408
166;7437.06082;79054.93581;501.9;17241.19201;17024.27744;37221.24053;17948.6213;253442.1222;106.6401122;74.45303623;2729.749632;136.24;188.0979551;97.32840648;68.54376053;72.43705915;17222886.14;19588868
167;1858.043901;29493.04322;132.7;4013.101879;4341.688757;11824.03534;655.2750859;71781.98109;104.2042117;73.77380436;7208.730964;136.24;191.3716903;93.15585005;85.31989268;72.77645338;5805127.978;5279946
170;3337.556884;14455.17119;207.2;4242.608632;6707.804386;6967.236577;23300.60273;42175.99892;103.7651228;74.83986083;8437.419355;136.24;194.7464237;94.66312809;73.63800927;73.24431144;5720252.614;4804962
171;829.3753684;23582.64065;68.1;2900.623899;3156.215549;7380.326187;4035.091768;69817.67103;107.0058304;72.9951758;8666.666667;136.24;192.0113389;89.95992942;54.97421441;72.45880485;4065510.796;5280731
172;3281.415795;37790.36134;172.4;5766.169994;4711.632708;14506.95524;14234.21157;90961.09486;107.9616306;74.12167814;4111.772414;136.24;190.2588472;101.4511223;83.23137491;73.91026911;7017981.261;7907692
173;1398.290135;18994.71087;71;140.3772754;2532.741686;5896.386346;9314.349034;39627.42998;110.1116257;73.1987978;13474.04255;136.24;185.9084898;96.42383738;74.99117732;73.04672551;3559550.401;3593148
174;3162.949072;38601.45212;171.3;5181.55461;4934.161932;10489.44062;18740.9329;61313.24397;105.9634513;73.57060017;4043.600563;136.24;191.0654063;95.46698936;77.74436885;72.65144872;6517835.747;5911498
180;1314.722466;30329.21935;159.9;6711.369642;6534.324218;15770.6664;419.778144;112272.5434;107.6303202;73.96108599;1142.857143;136.24;191.1300113;91.70479888;83.61559673;73.74964308;6176937.11;8315160
182;1931.137047;45112.58255;103.4;932.0610687;2471.992694;10253.68497;15264.72229;51516.08309;107.8152378;73.61664556;10013.89685;136.24;195.8752522;89.96132641;76.24233036;72.9217319;6098301.227;4920460
184;8992.292215;87802.43799;404.3;8056.892249;8696.939744;20562.75969;38778.79594;119978.0578;108.0136162;73.65863805;6996.056782;136.24;191.995487;98.10361411;78.59661256;72.67071296;15051928.98;11766773
187;3538.684508;49673.50365;303.1;12210.78244;10487.49143;26877.94408;1372.945333;176945.0383;108.0782983;74.03119833;6334.736842;136.24;188.6630772;92.46721232;79.02426803;73.02113764;12107430.7;13029224
188;3524.546708;23796.06596;286.9;2972.585144;5928.666408;12662.87776;9609.644813;77781.42243;107.0659666;73.93276701;2016.293279;136.24;188.2825713;87.62684802;74.82878025;72.87863635;5346000.162;6387682
189;1760.058998;10526.58553;165;4189.437757;2779.644146;6695.856968;2930.458435;45742.72256;107.9037693;73.7447103;2608.346709;136.24;189.15027;99.17729785;70.52923786;72.80532976;3157190.649;3536997
190;1526.571579;15920.53937;113;5.21873165;1983.000666;4153.897162;9265.970729;22752.96835;107.6169649;73.83675722;3986.30137;136.24;190.5287339;96.5383498;75.42609624;72.9948275;2569798.038;2359745
191;1006.013105;25281.8269;112.7;3300.858779;4292.714954;8544.056892;6327.987024;58365.93361;111.8852224;73.93445131;2000;136.24;185.9352769;95.4795498;76.41814026;75.67301209;4270814.849;4900299
192;1551.325535;17795.4824;151.9;2405.820611;3384.60819;8984.92377;5401.915186;49367.69922;111.4640326;73.5533306;3186.015831;136.24;194.7366654;93.51856604;67.92553888;74.36133459;3792923.304;4037976
193;1815.049864;22883.29917;127.3;3850.16148;3433.326938;8440.925338;6727.481796;53026.67864;107.9838102;73.73001539;843.3048433;136.24;192.2989776;95.24054856;74.77448698;72.26551046;3979224.326;4335044
194;4492.30514;21432.35609;168;3498.832942;7326.289543;13881.35899;6505.571169;100363.192;110.2903709;74.57145605;24837.86842;136.24;189.1263337;100.4550896;89.09471358;72.71211538;9523190.337;7877232
195;2912.172353;41911.37878;224.4;3086.076042;5471.265557;16508.70057;4909.231997;115374.5863;107.1581494;73.78965068;5250.718954;136.24;190.2115412;98.44686974;79.78050339;72.75531177;7669325.082;8785775
196;549.9174162;6443.837992;58;186.8173811;1358.724969;3315.641223;525.5724369;26991.89313;108.4399189;74.21834636;3200;136.24;187.5601201;99.83783064;68.74599478;74.96102589;1334805.045;2059471
197;6937.566963;52019.6975;362.2;7013.762478;9289.327907;17656.29602;23686.50399;126632.0768;107.1637945;73.32507075;5602.722372;136.24;190.3680611;97.6675178;76.61535872;71.81065988;11035502.99;10908283
199;607.3709338;8784.756045;62;116.6103934;1221.217575;3151.056779;970.3147418;22398.13978;109.3104663;73.87740726;3277.6;136.24;189.2056485;95.71374242;80.4811023;72.4649018;1467145.9;1701171
200;4132.036733;67003.67882;285.2;6196.997945;6686.403254;16343.02648;15322.32007;110449.4348;104.7902107;74.01457781;3504.110599;136.24;197.6604675;90.42254044;75.94959474;73.05080386;10035312.91;9232144
