firm;x1;x2;x3;x4;x5;x6;y2;y4;w1;w2;w3;w4;w5;w6;p2;p4;cost;rev
201;1527.290694;11847.55006;132.1;2124.80182;2874.59062;7180.644062;1710.492386;44482.03821;108.9157425;73.45670586;170.3333333;136.24;185.2878194;99.64116477;79.63204111;73.29963129;2596726.399;3396727
202;704.7385419;11888.33193;38.6;3265.993834;1908.513803;6406.918551;3146.294127;25722.91163;108.8517165;74.16439961;2916.666667;136.24;190.2340384;92.86019873;80.67173309;73.56282317;2473957.351;2146067
205;4071.390581;16010.08726;249.7;3927.965355;5205.909012;10887.69588;17560.26393;53032.155;106.4154842;74.22545429;2638.072626;136.24;197.0918283;98.17709314;68.95010262;72.62542885;4910452.192;5062265
206;4391.75232;44306.01526;349.9;11929.66089;6191.519695;20338.79127;12342.51138;145056.8676;102.4078699;75.37396401;3937.435065;136.24;193.1191397;97.02365314;82.24209554;71.91514731;9961320.315;11446860
208;3835.619834;30162.60731;157.4;2689.342337;5494.650473;12174.05115;4210.395615;91344.75546;103.781401;73.4560503;3767.123288;136.24;187.284609;86.25979683;88.73845457;72.80608467;5652227.85;7024078
209;1240.537786;27264.75047;103.1;6075.469759;4611.931681;14454.44801;1265.95695;88638.76279;108.6133784;72.99934773;4545.454545;136.24;184.9057631;96.00613373;72.51668393;73.70425527;5661894.78;6624857
211;3004.841228;33643.89707;184.5;6651.387258;8411.668892;14241.49908;3897.973776;94681.68337;103.5851735;73.95222363;3823.389831;136.24;191.3016253;98.82995982;72.60233554;71.69071945;7427551.136;7070800
212;2614.10321;33410.43471;182.4;4531.25367;4989.739043;11347.20586;3372.757851;79155.82062;105.2930883;73.35211353;2181.935484;136.24;185.1371647;90.43934412;72.42055635;73.49427944;5691316.027;6061757
214;1996.398733;14718.60059;142.8;802.6130358;2999.230992;7338.334104;2618.163575;42165.89014;108.0355324;73.24113413;4951.115789;136.24;192.3595442;97.56800138;81.24740639;73.54816866;3402973.633;3313943
216;277.100448;8575.191063;88;340.4286553;2077.463375;2803.108653;4443.040543;17861.08314;116.4018327;73.05539846;1288;136.24;186.7393174;79.27374125;76.71345707;72.86075484;1428600.003;1642213
221;2511.988223;17421.50945;178.1;1872.174105;3273.220592;7873.003178;15736.47749;33673.61615;109.7807695;73.72782502;2498.611882;136.24;188.8413029;99.4371598;75.21981972;72.77584887;3661274.093;3634321
222;1232.490767;21816.80663;79.6;4084.431885;6180.503382;8213.746567;11524.14493;55717.37937;103.784956;74.90330861;5457.142857;136.24;193.0553858;99.67810556;66.92531245;73.14622558;4764826.734;4846773
225;1964.572808;47808.68662;114.9;5525.27892;3687.658088;14560.62761;2544.897608;99816.97454;106.3890323;73.51904535;5272.727273;136.24;191.9181554;95.54757525;84.52677992;72.83131986;7181419.564;7484914
226;4387.159638;24426.70112;137;1972.306224;4203.633314;7995.43649;13637.98873;45037.52349;108.4291522;73.57067954;7929.540918;136.24;194.6170034;93.4514245;81.19254399;72.72924323;5193122.554;4382848
227;642.1205917;4572.611002;58.5;2407.273928;1590.187348;5002.562657;709.0959692;23893.71926;105.663953;75.65830547;3843.283582;136.24;195.7420719;103.3271754;86.11528292;72.82620932;1794771.325;1801153
228;1584.586097;6225.860532;99.1;344.4289489;1822.37017;2903.918024;2833.134577;17944.01696;108.1064641;74.21785272;3532.627866;136.24;185.8707446;91.61050286;70.29210741;73.24513806;1635137.112;1513459
231;2386.918152;33106.33556;208.8;1769.216089;4662.996557;10389.17567;14579.41004;78326.74012;109.2174023;74.1119172;4015.705378;136.24;190.5017704;91.69049191;73.27059166;72.89384176;5634682.01;6777779
232;2396.444456;28595.75217;177.2;2094.186729;4209.107763;10517.13104;11759.65135;61759.79613;109.7442502;73.61170245;3248.945148;136.24;191.5691426;97.58920057;69.59066863;73.068214;5061696.656;5331040
233;1173.741143;20043.79667;100.5;1671.352026;2017.932862;7951.167728;2813.960842;47246.0021;109.891351;74.00633845;13063.06306;136.24;186.5461904;94.66682833;72.95055316;73.24132935;4282044.356;3665640
234;3282.923188;42998.89575;200.9;995.8675866;5950.384209;13158.59972;15437.10028;93143.61461;110.4701448;73.5026085;8236.289753;136.24;186.7165481;95.91816622;75.30740742;72.86787214;7686727.565;7949705
235;916.9091526;12865.47633;93.5;993.9004698;1880.960848;5509.399061;1015.743157;30845.79056;109.6237285;73.48511441;351.3513514;136.24;190.3906706;100.4662598;79.56538962;72.82620932;2125822.466;2327200
239;356.9670297;29170.48456;44.2;2217.828831;2893.305356;7476.466182;1942.536543;57506.42882;111.119506;74.39458181;2142.857143;136.24;186.2857774;97.97000254;65.88550443;73.14949105;3878114.334;4334551
241;1145.345114;10787.78257;102.1;181.3931298;2250.6652;5997.261851;1155.10433;39488.2835;105.8702731;74.34808724;5743.270833;136.24;180.7573731;97.2563874;77.5843339;72.82620932;2524506.303;2965400
244;4786.047372;57373.17893;294;9048.891662;8515.355839;23226.41222;8770.991122;161842.1062;106.4586203;73.92494331;2419.354839;136.24;188.7305033;89.95694904;80.67035871;72.87863635;10391420.9;12502391
245;4172.657555;26413.23046;351.8;5848.297123;7111.705453;14690.0856;10504.23539;96652.01405;107.9870548;73.83099175;2640.326975;136.24;191.7576038;95.89609735;76.48590972;72.84241378;6898792.505;7843792
246;1692.861262;14725.59808;198;2037.977099;3129.098414;6401.738284;9240.978583;31227.00676;108.9669922;73.88073438;1662.102041;136.24;190.3097534;100.0653362;76.63744631;72.89164849;3115244.246;2984393
247;2913.803523;13138.16821;168.9;1487.844979;3931.371949;6638.012523;12852.45777;35044.78867;107.1386583;74.40032616;4350.363636;136.24;189.0800204;99.10827614;75.33298437;72.88598667;3628371.285;3522488
248;2295.854804;27819.95066;138;4225.02202;5326.050343;7779.153659;5029.667158;58247.30375;106.5907999;74.17719843;5710.75;136.24;188.4406509;97.83116547;72.48809683;73.46491125;5436711.562;4643724
249;240.9037722;24225.94278;84.7;465.0689959;1688.428865;8289.088971;2854.599432;51358.28029;113.252689;73.69888619;5875;136.24;193.8982821;101.4803439;78.93051385;73.04029611;3542244.555;3976539
251;1807.933403;25099.39193;183;3335.004404;2684.556147;7508.027078;12456.86164;46598.08861;108.359633;73.91697;2750;136.24;187.5704004;100.1931322;80.21675352;72.65194992;4264585.021;4384691
252;2079.156021;27065.08934;162.2;1520.507927;4906.389423;8929.87475;8227.633235;66647.77389;106.3570977;73.38667812;2538.071066;136.24;194.6256643;89.51852325;75.54420357;71.91658055;4580477.628;5414630
254;2979.381553;25624.10744;305.5;10709.73282;9118.35707;20651.42537;17687.3664;119820.0653;107.6169649;73.83675722;3935.137139;136.24;190.5287339;96.5383498;75.42609624;72.9948275;8604874.95;10080334
255;3777.304115;36734.57819;195.5;6028.251615;5696.461112;13083.80062;10318.2221;78256.69263;107.6497914;74.12936624;3500;136.24;195.4149512;91.73342888;65.99092301;72.90686341;6948671.564;6386359
257;2092.506803;29096.79292;186.7;8609.864944;4982.380215;8327.519204;17180.21012;56515.75643;107.6397934;73.72956896;3547.076632;136.24;192.2551674;94.64907303;83.9575296;73.53637751;5951858.523;5598372
259;4713.875739;58527.80055;307;9214.107457;6093.764879;18139.00282;28100.1418;133901.2823;107.6169649;73.83675722;4063.7;136.24;190.5287339;96.5383498;75.42609624;72.9948275;10243828.61;11893585
261;970.2051735;13050.18457;89.3;1825.601879;3308.498963;8067.146731;622.6844656;43096.18504;108.3616155;73.85887875;1977.884615;136.24;184.9056132;89.41008593;77.50634979;72.00122231;2827394.408;3151240
264;2249.961947;22388.30888;253.3;3769.120669;9900.555488;14145.57836;3393.535208;90145.27919;107.8071566;74.04462789;3250.428816;136.24;187.9775218;97.10658252;67.91796338;72.8713257;6471845.277;6799488
265;3078.123464;5013.782914;123.4;2571.785085;1521.378621;3218.08373;5738.552357;13796.94143;109.931263;73.68986778;4019.605568;136.24;193.0573924;98.06892583;64.27648944;73.06126544;2163553.731;1376876
266;2820.196827;27547.35593;148.5;6959.226365;5297.133463;14280.21692;9106.210831;83568.06272;104.8125426;74.66604074;3401.360544;136.24;189.0012952;97.84292277;81.52337057;72.06787862;6204054.287;6764942
267;2146.010166;17298.38977;198.5;6347.893423;4497.228869;10862.59698;1965.625033;58339.44727;107.0106767;73.49007724;3093.019675;136.24;189.0799333;97.86281291;69.25023732;73.51826595;4893087.436;4425135
269;3204.640109;37437.38599;260.4;6984.116265;7156.545152;12480.84779;8227.071821;110544.5578;108.2857944;73.6489722;5709.65287;136.24;188.1706143;96.51748851;77.83777922;73.60031253;8093823.188;8776491
271;17181.94913;68034.6027;448;19626.37258;15698.54546;18423.99362;60572.43539;154520.2982;107.6007725;74.090989;3372.424658;136.24;191.3654585;97.66873998;84.66065409;72.93729127;15877892.84;16398394
272;2861.658536;22622.83984;288.8;7261.575161;6798.536137;15724.04189;9547.400651;87343.00357;108.0198759;73.68606294;1661.101695;136.24;187.5009846;96.06060829;77.59881743;73.42179383;6230340.417;7153747
274;1449.562552;44265.24774;203.4;9036.002642;6499.219953;19579.85603;3567.938258;143371.3224;109.7979524;75.05497359;3119.823529;136.24;194.6033463;99.0129309;79.71662608;72.34925245;8550551.989;10657232
275;3426.458348;58700.92585;300.58;9008.874046;7393.544204;21104.96238;6780.956954;141474.1098;106.3704744;73.661615;2935.274463;136.24;191.5878084;95.87791414;77.65895044;72.88906793;10238145.5;10838518
279;2216.258129;19169.03728;156.9;2872.225484;4218.030598;8042.284382;2065.348464;55659.61838;106.04947;73.73568007;2200;136.24;197.0557631;100.0222995;76.56916145;73.54816866;4020562.016;4251805
280;2732.08725;39382.1207;152;10726.86436;6884.688063;13714.64895;5954.797837;113122.2844;108.1532078;74.71999851;7684.848485;136.24;190.7912968;93.02621849;70.61784657;72.12127161;8457001.464;8579038
281;3734.669389;39234.92678;246;6496.212566;7438.054673;18422.49553;11107.70095;127191.8519;106.1344282;73.88088211;3482.795699;136.24;190.9061156;99.18216064;76.7367616;73.13043139;8284052.779;10153964
282;3109.392928;35136.69207;282.6;6028.750734;3604.81671;11918.19011;17386.21326;67273.91137;106.4629038;73.89631315;3330.250896;136.24;194.8798355;96.91360816;78.53279951;73.13262898;6547533.797;6285306
283;1511.997688;32200.2914;95.7;5148.517322;2695.049158;7491.68501;5991.949112;70963.4763;109.6727867;73.74880464;4137.665782;136.24;189.9535264;90.88426005;79.11348897;73.18336517;4830776.955;5667390
285;1952.48802;25294.11714;131;292.6820317;4065.657306;6774.181463;13619.901;45368.7324;107.2011699;73.46522473;3326.240602;136.24;187.3304332;92.13511959;77.0708245;73.06126544;3928920.882;4364394
287;1218.026504;17834.50591;94.8;1697.541104;3121.656933;7088.406989;7217.854553;41048.27408;105.7431834;73.42053696;3380.952381;136.24;187.7383789;94.23220671;75.85689016;72.89300383;3244015.33;3539656
288;1472.06043;36712.3576;95.6;5432.897827;6095.127176;12299.49633;9330.60975;98468.52832;107.0173458;73.73577119;1645.217391;136.24;202.2113707;110.9971651;77.85429028;73.09256189;6359724.028;7923745
290;1613.300827;11056.09005;166;3621.748385;4075.301524;7935.762815;7130.113719;45294.27264;109.2834002;74.07537352;2355.473118;136.24;187.8154788;94.97653399;65.3491681;72.9252024;3398842.491;3769041
291;1461.010241;32453.19487;131.7;3932.993247;4237.156487;13664.63467;6483.979366;80335.075;108.5639207;74.26316607;517.2413793;136.24;197.2662173;98.33198482;78.95583423;73.14457602;5352160.171;6388023
292;2950.332441;27889.36741;155;6065.700235;3685.175702;12665.05886;13939.44159;75511.68137;108.551157;74.05868944;2662.721893;136.24;195.2515201;98.61570466;78.05291145;72.82152775;5593334.755;6586890
293;2897.992157;34348.74553;225.6;7080.314151;6984.770927;21563.15969;1884.524168;133873.8222;106.4733731;74.47020147;2460.115894;136.24;192.8486193;97.30412809;78.99182326;72.97186886;7831329.028;9917885
294;1877.444661;35173.13179;130.7;4334.762184;4130.632077;13313.39231;7813.025591;83932.57344;107.6862633;73.40273295;3262.365591;136.24;188.0908546;95.59001271;78.65518842;72.90598572;5850499.641;6733722
295;2058.796997;56419.76132;124.6;5369.641809;3417.080335;13362.68297;8887.408915;100727.694;108.2520522;73.66665337;3523.333333;136.24;194.1013181;97.98452264;80.47272347;73.03369817;7522287.243;8071710
297;989.8648576;15076.1589;76.5;184.6080446;1511.211071;4992.188657;4276.394941;24913.19992;108.2339667;73.78756134;2027.027027;136.24;191.1896327;95.51639273;78.98779338;72.67071296;2165552.31;2148243
299;2109.955435;26063.65816;126.9;2813.835878;3100.109878;8444.094025;18358.8979;46603.45283;107.6169649;73.83675722;4664.88663;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4532693.026;4786551
302;3306.771376;30910.02767;213;2769.296829;7372.651988;12503.61882;10227.97103;81763.79036;108.0770212;73.97146404;5246.002191;136.24;190.7187924;96.84266275;78.69468906;72.97228974;6755520.491;6771378
304;1913.573758;12285.08719;113.7;3107.868467;3348.655521;6664.376786;7399.388644;34791.0405;107.6169649;73.83675722;7672.580645;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3690195.453;3097673
306;1412.351669;29398.55543;83.3;2566.698473;2966.944894;10132.59951;8346.700033;48835.77539;107.6169649;73.83675722;5384.615385;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4664385.151;4194318
308;2997.541201;16668.80661;148.1;2184.931004;2812.044679;5991.540041;6446.428437;35550.31499;108.5923356;73.14764807;1985.635739;136.24;188.7026172;97.22528944;75.24569685;73.06126544;3249711.058;3082417
309;639.7076834;27217.20274;92.8;3039.988256;5534.799526;14909.31222;1051.98892;71685.72741;109.3421289;74.01127952;3017.312925;136.24;188.918276;93.91751559;76.10726549;72.79927523;5224371.987;5298733
310;3314.810401;18670.80332;240.9;5397.687904;7815.55788;11993.65966;6698.227178;72829.37318;108.0291047;74.56781456;3705;136.24;183.041333;94.40964243;76.9632003;72.85070252;5941139.753;5821188
312;5896.954331;68367.80468;330;10644.62713;6260.156815;19099.03614;30593.56466;136048.0976;108.3501693;73.71133275;5514.730539;136.24;190.9456126;102.8298886;72.43690053;73.13012954;12107804.32;12165318
313;48.06862937;22275.81576;4.5;7475.704639;2205.094882;11514.92004;5966.741253;59893.4219;107.6169649;73.83675722;4806.888889;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4221833.315;4821958
314;1215.73879;33307.3223;100.3;847.0713447;3845.632564;7809.095596;6168.620093;59799.84284;107.6588171;73.7102484;5142.165899;136.24;192.4619497;95.09165297;82.08043167;72.87863635;4699857.989;4864454
317;1290.230819;27727.33745;110.7;3450.352319;2889.054249;9058.893222;8825.605873;60960.29737;108.1914941;73.88765702;3333.333333;136.24;195.9024483;99.11449617;79.41879686;73.13894768;4491216.438;5159491
319;3777.363505;17620.36682;109;2283.294187;5640.626128;11796.774;7431.722579;62498.47985;107.9649865;74.05685778;4353.898305;136.24;188.2296291;98.02963784;79.64358111;73.50305177;4716549.362;5185718
320;1643.790395;18005.17517;119.8;4200.24956;5097.018037;11979.7241;990.2024731;67574.90415;105.6199139;74.07264786;3000;136.24;187.5141463;95.98272676;83.72732068;72.91609307;4544559.571;5010205
322;2252.792545;34403.57444;271.6;5956.22431;5198.23972;14604.95036;2286.673984;109895.0806;107.8736702;73.73553594;2217.810945;136.24;189.1673526;94.8522495;78.97015545;72.6735988;6562266.094;8167050
324;4441.895656;79598.08446;228.8;16025.60188;12150.48473;33011.79641;18070.55536;215445.4486;106.5855744;74.03531178;2357.194983;136.24;190.5525045;95.58358055;82.89977649;73.25756056;14559856.21;17281053
328;1127.491735;12221.72689;130.2;774.2513212;2057.515366;4373.309765;8605.369136;17571.3014;107.997244;73.88219426;7314;136.24;191.9194389;98.00015069;79.06912409;72.67071296;2905963.011;1957338
329;2120.475375;27799.91009;127;25.13945978;3934.014453;6196.838539;14059.29004;40983.33261;107.2731156;73.65937493;2473.409836;136.24;189.9177436;96.38270917;80.08604963;72.67071296;3937149.284;4104241
330;4352.009001;83092.02938;390;16778.46447;12225.25103;24030.27089;30978.17753;246675.0812;107.6169649;73.83675722;4544.120513;136.24;190.5287339;96.5383498;75.42609624;72.9948275;15310805.3;20342568
331;2327.226011;51171.77599;180.5;5616.236054;5014.853246;16854.48552;15631.96372;105537.5191;107.6169649;73.83675722;23020;136.24;190.5287339;96.5383498;75.42609624;72.9948275;11531650.86;8882751
332;1156.611321;14052.12037;98.65;2987.58074;2364.390966;7694.481864;2477.53774;42343.08246;107.6169649;73.83675722;2503.441397;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3009323.493;3277697
333;1938.329374;12527.52386;169.6;5821.601585;3525.09035;10085.21162;2724.17561;56711.83906;106.2750236;73.65916925;3210.126582;136.24;186.6218025;96.04852385;77.71782378;73.07735155;4092863.872;4356068
335;1640.06046;20937.82951;356.5;4593.48209;3996.521818;15455.50134;13579.02839;84564.53432;108.8081838;74.28286677;2911.546841;136.24;191.0682192;94.79940714;76.9674361;72.67071296;5626337.12;7190508
339;678.9480347;12112.91356;80.3;96.21256606;1472.735902;2951.127879;4220.837814;20377.93343;107.909584;73.88387569;3208.538462;136.24;188.260929;95.33349907;78.40102241;72.87863635;1797567.614;1816034
341;740.8172402;12915.67294;47.6;692.8361715;2149.082004;5271.042201;4681.737645;39103.92761;107.4988481;73.79708393;2738.738739;136.24;188.2328953;96.11152648;81.8584955;73.17341696;2168667.804;3244608
344;1703.837502;26043.1569;135.6;4171.036406;4233.994496;12147.28801;8253.240389;77137.63981;108.1670053;73.95969726;2390.296296;136.24;192.9604037;96.23595855;72.65061621;72.87863635;4988828.371;6221289
345;2313.458083;42021.06441;134.7;4835.855843;5092.380835;11586.33825;12965.35246;95858.18462;108.6654657;74.14400477;7673.669528;136.24;191.8764228;93.83171018;70.70644651;73.30483075;7123757.037;7943602
346;1170.453989;25895.02791;125.4;3749.69906;3205.833902;9182.447963;1062.138505;57875.99927;107.383119;73.65722898;2486.207951;136.24;188.0153186;95.58124867;85.92570511;72.97244201;4336088.202;4314618
349;1939.201931;18126.99049;139.5;3938.101879;3473.179866;7529.211217;11164.31502;51768.99643;107.3405491;73.70903629;3090.38961;136.24;188.5555358;97.07618076;66.35310796;72.90145184;3897708.71;4514822
350;3957.760116;49136.26724;262;6256.02613;9558.792988;19412.64588;6856.091632;115650.0191;109.8704791;73.72057756;8409.391304;136.24;188.5944348;94.68844088;77.97999628;72.92709562;10753664.85;8968658
351;5927.376994;54797.93631;442.1;10463.30006;15510.30585;25282.07772;27163.37114;155912.9564;107.2393405;74.02629138;3196.995708;136.24;190.242597;100.8505276;73.14994113;72.92034777;13031479.54;13356226
353;2257.367137;47021.4312;186.4;12445.55931;7685.691203;25211.3701;3496.362839;165599.8571;107.6169649;73.83675722;4433.703148;136.24;190.5287339;96.5383498;75.42609624;72.9948275;10135075.35;12351650
355;1009.771575;24073.26336;114;1014.195537;2360.525653;6402.151825;8245.196766;41489.04242;107.8986602;73.68676914;2699.25;136.24;191.2635578;94.48156152;79.52387537;72.67101924;3385090.336;3670741
356;987.4558355;12778.09367;91.5;42.75543159;1837.544228;3797.19985;4110.686028;28543.00875;107.6169649;73.83675722;3516.358382;136.24;190.5287339;96.5383498;75.42609624;72.9948275;2094012.175;2393545
357;588.8207655;9741.120251;68.9;2534.468585;1359.519115;4348.935372;419.6294691;21603.3974;107.5284768;73.75332421;3200;136.24;192.6048401;97.64095874;79.90620885;73.12845156;2034015.181;1613354
358;1680.776252;35481.75023;169.7;6074.082501;4053.168815;12835.46262;7502.189181;81784.68231;105.2382789;73.73979534;4873.568966;136.24;190.420476;97.9727043;75.90144507;72.89312414;6477207.973;6530968
360;742.6891884;43295.07418;93;5746.513506;5108.942929;15751.58124;5415.389781;102885.1299;105.7629507;73.67237637;3500;136.24;188.5022221;94.72854344;75.74025446;73.14099719;6831776.442;7935284
362;1054.621585;20632.36054;99.5;2488.483558;3473.634689;10270.41984;6420.881071;49651.8758;106.7624649;73.74454305;5013.157895;136.24;190.1065809;96.22941683;73.00524567;72.87863635;4120635.536;4087319
363;1610.68026;24328.90661;175.5;7391.588373;5839.314985;16977.36706;10249.26665;90971.68767;106.4891675;73.65686543;2675.096277;136.24;192.2819626;96.30609485;73.19752972;73.45494154;6197839.264;7432541
366;1659.533886;22614.6172;123.5;3633.859366;4236.024386;9894.153806;9853.22106;58847.74507;107.6169649;73.83675722;3478.535565;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4535309.786;5038771
367;3852.141053;43484.03206;234.7;5.97475044;3228.70362;11550.01444;15831.45818;74534.6341;106.7598497;73.98416954;6475;136.24;191.3805227;96.54465922;80.05870248;72.67071296;6881883.695;6683931
368;2753.844992;29814.42476;230;11696.96858;9359.100621;18361.149;7150.958127;120301.5366;106.879654;73.93370885;4868.459119;136.24;187.9693558;99.2010009;82.99083696;73.09324762;8792630.07;9386694
370;2955.354291;41331.06303;144;4728.948914;7437.631912;13866.02718;11385.42469;109466.4103;107.6821824;73.62636664;10411.05882;136.24;189.671703;98.39772911;75.6446091;73.28367649;8279853.367;8883347
371;675.5959875;23576.24584;41.4;31.74544921;1163.295001;4003.905198;2086.135124;34860.89254;109.3360549;73.66749618;3231.25;136.24;191.9059066;91.64954842;79.87114452;73.55052648;2538968.035;2730659
372;1638.962146;15130.67202;116.1;189.5331767;1918.881638;4184.977233;8746.711894;25483.85621;106.3868378;73.68932448;4190.966921;136.24;190.844456;97.66332849;79.26578678;72.67071296;2576652.988;2545245
373;1519.1925;11646.11183;82.1;849.2733412;2962.613817;5661.985788;5627.069567;36726.11233;106.523696;73.76805344;3342.486486;136.24;191.1344859;96.61835913;62.1655723;73.48703222;2524373.586;3048703
374;2183.943402;10476.31248;153;180.7105109;3662.964421;4614.963708;1881.40028;32719.71477;108.8998001;73.69300998;3842.19554;136.24;190.8815433;98.62872951;83.30816238;72.67071296;2776698.227;2534501
375;3897.614245;14562.98345;295.4;3180.681151;6695.310237;10337.31069;13526.90263;54053.34336;108.6105431;74.18150296;3041.464286;136.24;190.9289538;97.87812102;76.37387715;72.67071296;5125535.676;4961197
376;1179.257776;17177.97116;124.2;2160.195244;4222.347691;11043.11802;928.2023252;61053.34585;108.8947663;73.75166649;3849.238329;136.24;190.7873834;96.5102167;81.71602025;73.52805874;4039043.781;4564983
378;4128.75572;39919.33684;262.7;4506.34909;5861.520638;15955.5078;3004.689349;120975.3186;106.5236187;74.32971675;5077.666443;136.24;191.1769315;96.12045869;83.83295934;73.06503592;8009089.232;9090958
383;1020.096844;16560.84332;121;1999.192601;4282.655713;6233.031556;3058.931762;35428.97675;107.9172047;73.88663584;2000;136.24;191.7042153;96.68893733;80.42611576;72.67071296;3271749.35;2820667
384;1733.367617;23222.27366;162.1;2769.399589;2766.002438;5925.692963;13854.35525;35035.83351;107.8126753;73.67736791;2848.825137;136.24;190.3984767;97.06504719;80.44957561;72.67071296;3838752.873;3660656
386;2751.499266;40160.98637;250.6;4571.374046;4532.54863;14213.83404;7893.925706;101184.1558;107.6169649;73.83675722;3157.894737;136.24;190.5287339;96.5383498;75.42609624;72.9948275;6911398.255;7981328
387;438.7348302;47262.59703;65.2;4838.322079;3735.507071;13642.44599;3771.244401;104233.5975;109.6083481;73.67489767;4000;136.24;190.1911204;96.26767094;79.15397897;73.33103895;6473915.777;7942067
392;517.0931929;7304.762835;36.7;239.5772167;1085.653089;3042.120192;1929.040574;15510.92096;107.6169649;73.83675722;2702.702703;136.24;190.5287339;96.5383498;75.42609624;72.9948275;1227366.561;1277717
393;1488.055346;23273.09682;128.2;1655.879331;3392.352057;7645.123518;5273.148417;62771.42035;107.6169649;73.83675722;1900.337838;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3732158.462;4979722
400;3635.96948;15214.26512;159.9;1889.467117;3174.297725;4474.778282;16346.25231;30079.25459;107.6169649;73.83675722;3546.666667;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3375979.638;3428564
402;2305.835332;35865.10432;80.5;7583.477686;4937.076967;12407.99645;13083.2172;98097.73165;107.6169649;73.83675722;17558.48889;136.24;190.5287339;96.5383498;75.42609624;72.9948275;7481443.881;8147443
403;1439.772996;21379.43295;85;1921.249266;2141.250235;7457.172379;5357.853848;52672.86919;107.6169649;73.83675722;16012.5;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4484218.312;4248969
404;3141.103266;50637.44862;211;6443.151791;5283.716758;16323.52993;18250.57995;95993.10308;107.6169649;73.83675722;5086.373626;136.24;190.5287339;96.5383498;75.42609624;72.9948275;8610527.342;8383570
405;1276.350807;25810.46449;92.3;1781.914269;2773.940355;8473.382525;5174.429268;58128.17354;107.6169649;73.83675722;3687.5;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3972763.96;4633343
407;1660.704705;19186.85291;116.6;3364.973576;2706.8129;10290.54844;3433.612674;48914.1097;107.6169649;73.83675722;6242.010582;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4290835.633;3829461
408;1900.676164;18398.08587;151.6;5325.594539;5410.853341;11115.35324;2777.32788;63136.32291;107.6169649;73.83675722;2207.669323;136.24;190.5287339;96.5383498;75.42609624;72.9948275;4727222.565;4818108
411;1566.546688;22073.77547;73.2;332.479448;2525.025465;4409.494668;5468.743851;31440.33733;107.6169649;73.83675722;8507.763975;136.24;190.5287339;96.5383498;75.42609624;72.9948275;3373283.567;2707468
412;1670.981895;26746.20439;98;4133.411627;2917.659788;11014.80874;5061.351694;58003.56197;107.6169649;73.83675722;8495.728643;136.24;190.5287339;96.5383498;75.42609624;72.9948275;5169645.891;4615718
413;940.0562456;10713.6341;52.1;53.23693482;593.2078567;1657.606132;4017.787147;18715.96998;107.6169649;73.83675722;3000;136.24;190.5287339;96.5383498;75.42609624;72.9948275;1328824.702;1669215
